[02:24:31] [main/INFO]: ModLauncher running: args [--username, hugoo_669, --version, forge-47.3.0, --gameDir, C:\Users\Omar\curseforge\minecraft\Instances\survie moddée, --assetsDir, C:\Users\Omar\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, f54c362d5b61496e9cf8d9952f70db84, --accessToken, ????????, --clientId, ZTM4ZDk1M2UtN2VhNC00OGE0LWFiMmQtY2ExNjRjNWU1OTI2, --xuid, 2535468356127766, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --quickPlayPath, C:\Users\Omar\curseforge\minecraft\Install\quickPlay\java\1731201868828.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[02:24:31] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:24:40] [main/INFO]: Found mod file jcpp-1.4.14.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file commonmark-ext-gfm-strikethrough-0.23.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file mixinextras-forge-0.2.0-beta.9.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file cumulus_menus-1.20.1-1.0.1-neoforge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file common-image-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file create_dragon_lib-1.20.1-1.4.3.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file jankson-1.2.3.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file yabn-1.0.3.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file MixinExtras-0.5.0-beta.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file yet-another-config-lib-3.5.0+1.20.1-forge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file nitrogen_internals-1.20.1-1.0.11-neoforge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file imageio-metadata-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file saecularia-caudices-forge-1.0.23.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file puzzlesaccessapi-forge-8.0.7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file gson-0.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file lz4-pure-java-1.8.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file tomlkt-jvm-0.3.7.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file Reflect-1.3.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file MixinSquared-0.1.2-beta.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:40] [main/INFO]: Found mod file commonmark-ext-ins-0.23.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@24534cb0
[02:24:44] [main/INFO]: Compatibility level set to JAVA_17
[02:24:45] [main/ERROR]: Mixin config entity_model_features.mixins.json does not specify "minVersion" property
[02:24:45] [main/ERROR]: Mixin config yacl.mixins.json does not specify "minVersion" property
[02:24:45] [main/INFO]: Successfully loaded Mixin Connector [ca.spottedleaf.starlight.mixin.MixinConnector]
[02:24:45] [main/INFO]: Launching target 'forgeclient' with arguments [--version, forge-47.3.0, --gameDir, C:\Users\Omar\curseforge\minecraft\Instances\survie moddée, --assetsDir, C:\Users\Omar\curseforge\minecraft\Install\assets, --uuid, f54c362d5b61496e9cf8d9952f70db84, --username, hugoo_669, --assetIndex, 5, --accessToken, ????????, --clientId, ZTM4ZDk1M2UtN2VhNC00OGE0LWFiMmQtY2ExNjRjNWU1OTI2, --xuid, 2535468356127766, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --quickPlayPath, C:\Users\Omar\curseforge\minecraft\Install\quickPlay\java\1731201868828.json]
[02:24:45] [main/WARN]: Reference map 'createdeco-forge-refmap.json' for createdeco.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:45] [main/INFO]: Loaded configuration file for ModernFix 5.19.4+mc1.20.1: 84 options available, 1 override(s) found
[02:24:45] [main/WARN]: Option 'mixin.perf.thread_priorities' overriden (by mods [smoothboot]) to 'false'
[02:24:45] [main/INFO]: Applying Nashorn fix
[02:24:45] [main/INFO]: Applied Forge config corruption patch
[02:24:45] [main/INFO]: Loaded configuration file for Embeddium: 259 options available, 3 override(s) found
[02:24:45] [main/INFO]: Searching for graphics cards...
[02:24:45] [main/INFO]: Found graphics card: GraphicsAdapterInfo[vendor=NVIDIA, name=NVIDIA GeForce RTX 3070, version=DriverVersion=32.0.15.6603]
[02:24:45] [main/WARN]: Embeddium has applied one or more workarounds to prevent crashes or other issues on your system: [NVIDIA_THREADED_OPTIMIZATIONS]
[02:24:45] [main/WARN]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[02:24:45] [main/WARN]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/WARN]: Reference map 'tfmg.refmap.json' for design_decor.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/INFO]: Loading 214 mods:
	- ad_astra 1.15.5
	- ae2 15.2.13
	- aether 0.0NONE
		|-- cumulus_menus 0.0NONE
		|-- mixinextras 0.2.0-beta.9
		\-- nitrogen_internals 0.0NONE
	- alexsmobs 1.22.9
	- almanac 1.0.2
	- amendments 1.20-1.2.11
	- ancient_elements 1.3.4
	- angelring 2.2.1
	- appleskin 2.5.1+mc1.20.1
	- architectury 9.2.14
	- ars_nouveau 4.12.4
	- athena 3.1.2
	- attributefix 21.0.4
	- balm 7.3.9
		\-- kuma_api 20.1.8
	- betterchunkloading 1.20.1-4.5
	- betterdeserttemples 1.20-Forge-3.0.3
	- betterdungeons 1.20-Forge-4.0.4
	- betterendisland 1.20-Forge-2.0.6
	- betterfortresses 1.20-Forge-2.0.6
	- betterfpsdist 1.20.1-6.0
	- betterjungletemples 1.20-Forge-2.0.5
	- bettermineshafts 1.20-Forge-4.0.4
	- betteroceanmonuments 1.20-Forge-3.0.4
	- betterstrongholds 1.20-Forge-4.0.3
	- betterwitchhuts 1.20-Forge-3.0.3
	- bhc 1.20.1-1.0.5
	- blockui 1.20.1-1.0.186-beta
	- bookshelf 20.2.13
	- botania 1.20.1-446-FORGE
	- botarium 2.3.4
	- brandonscore 3.2.1.302
	- buildinggadgets2 1.0.7
	- caelus 3.2.0+1.20.1
	- carbonconfig 1.20-1.2.6
	- chisel 1.8.0
	- chiselsandbits 1.4.148
		\-- scena 1.0.103
	- chunksending 1.20.1-2.8
	- chunky 1.3.146
	- citadel 2.6.0
	- clumps 12.0.0.4
	- codechickenlib 4.4.0.516
	- cofh_core 11.0.2
	- collective 7.84
	- comforts 6.4.0+1.20.1
		\-- spectrelib 0.13.15+1.20.1
	- connectedglass 1.1.12
	- constructionwand 1.20.1-2.11
	- controlling 12.0.2
	- copycats 2.1.4+mc.1.20.1-forge
	- corpse 1.20.1-1.0.15
	- cosmeticarmorreworked 1.20.1-v1a
	- craftingtweaks 18.2.5
	- create 0.5.1.i
		\-- flywheel 0.6.11-13
	- create_enchantment_industry 1.2.9.d
		\-- create_dragon_lib 1.4.3
	- createaddition 1.20.1-1.2.4e
	- createdeco 2.0.2-1.20.1-forge
	- createoreexcavation 1.5.2
	- cristellib 1.1.5
	- cucumber 7.0.12
	- cullleaves 3.2.0
	- culllessleaves 1.20.1-1.0.5
	- cupboard 1.20.1-2.7
	- curios 5.10.0+1.20.1
	- darkutils 17.0.5
	- deeperdarker 1.3.2
	- design_decor 0.4.0b
	- dimdungeons 194
	- domum_ornamentum 1.20.1-1.0.203-beta
	- draconicadditions 2.4.0.4
	- draconicevolution 3.1.2.588
	- dungeoncrawl 2.3.14
	- durabilitytooltip 1.1.5
	- dynamic_fps 3.7.6
	- easy_villagers 1.20.1-1.1.23
	- elevatorid 1.20.1-lex-1.9
	- elytraslot 6.4.4+1.20.1
		\-- mixinsquared 0.1.2-beta.6
	- embeddium 0.3.31+mc1.20.1
		\-- rubidium 0.7.1
	- enchantinginfuser 8.0.3
	- enderio 6.2.2-beta
	- enderstorage 2.11.0.188
	- entity_model_features 2.2.6
	- entity_texture_features 6.2.5
	- entityculling 1.7.1
	- exchangers 1.20.1-3.5.1
	- explorerscompass 1.20.1-1.3.3-forge
	- farmersdelight 1.20.1-1.2.4
	- fastbench 8.0.4
	- fastfurnace 8.0.2
	- ferritecore 6.0.1
	- flib 0.0.14
	- forbidden_arcanus 1.20.1-2.2.6
	- forge 47.3.0
	- forgematica 0.1.7-mc1.20.1
	- fpsreducer 1.20-2.5
	- framedblocks 9.3.1
	- ftbchunks 2001.3.1
	- ftblibrary 2001.2.4
	- ftbteams 2001.3.0
	- fusion 1.1.1
	- fzzy_config 0.5.6+1.20.1+forge
	- geckolib 4.4.9
	- getittogetherdrops 1.3
	- glitchcore 0.0.1.1
	- gpumemleakfix 1.20.1-1.8
	- gunpowderlib 1.20.2-2.2.2
	- hammerlib 20.1.33
	- iceandfire 2.1.13-1.20.1
	- immediatelyfast 1.3.1+1.20.4
	- improvableskills 20.1.11
	- interiors 0.5.6
	- inventorypets 2.1.3
	- inventorysorter 23.0.1
	- ironchest 1.20.1-14.4.4
	- ironfurnaces 4.1.6
	- itemfilters 2001.1.0-build.59
	- jade 11.11.1+forge
	- jadeaddons 5.3.1+forge
	- jecalculation 4.0.4
	- jei 15.19.5.99
	- jeresources 1.4.0.247
	- journeymap 5.10.3
	- kotlinforforge 4.11.0
	- leaky 1.20.1-2.1
	- letmedespawn 1.4.4
	- limitedchunks 1.8
	- lootr 0.7.34.87
	- mafglib 0.1.13-mc1.20.1
	- magiccombatwands 1.1.1
	- mcjtylib 1.20-8.0.6
	- mekanism 10.4.9
	- mekanismgenerators 10.4.9
	- memorysettings 1.20.1-5.5
	- midnightlib 1.4.2
	- minecolonies 1.20.1-1.1.647-beta
	- minecraft 1.20.1
	- modelfix 1.15
	- modernfix 5.19.4+mc1.20.1
	- modonomicon 1.77.3
	- moonlight 1.20-2.13.7
	- mousetweaks 2.25.1
	- mru 1.0.4+1.20.1+forge
	- multipiston 1.20-1.2.43-RELEASE
	- mysticalagriculture 7.0.14
	- naturescompass 1.20.1-1.11.2-forge
	- nethersdelight 1.20.1-4.0
	- nightconfigfixes 8.0.0
	- nightvision 1.20.1-0.0.2
	- occultism 1.139.1
	- oculus 1.7.0
	- oreexcavation 1.13.174
	- patchouli 1.20.1-84-FORGE
	- pigpen 15.0.2
	- placebo 8.6.2
	- puzzleslib 8.1.24
		\-- puzzlesaccessapi 8.0.7
	- railways 1.6.6+forge-mc1.20.1
	- rechiseled 1.1.6
	- rechiseledcreate 1.0.2
	- reliquary 2.0.44.1243
	- resourcefulconfig 2.1.2
	- resourcefullib 2.1.29
	- rftoolsbase 1.20-5.0.5
	- rftoolsutility 1.20-6.0.6
	- right_click_get_crops 1.6.0
	- ring_of_attraction 1.6.2
	- ring_of_miner 1.6.3
	- ring_of_repair 1.6.3
	- ring_of_return 1.5.2
	- rpghud 3.10
	- runelic 18.0.2
	- searchables 1.0.3
	- smartbrainlib 1.15
	- smoothboot 0.0.4
	- smoothchunk 1.20.1-3.6
	- sodiumdynamiclights 1.0.9
	- sodiumoptionsapi 1.0.5
		\-- fabric_api_base 0.4.31+ef105b4977
	- sophisticatedbackpacks 3.20.11.1115
	- sophisticatedcore 0.6.34.718
	- sounds 2.2.0+1.20.1+forge
		\-- yet_another_config_lib_v3 3.5.0+1.20.1-forge
	- starlight 1.1.2+forge.1cda73c
	- storagedrawers 12.9.5
	- storagenetwork 1.11.3
	- structureessentials 1.20.1-3.4
	- structurize 1.20.1-1.0.755-beta
	- supermartijn642configlib 1.1.8
	- supermartijn642corelib 1.1.17+a
	- supplementaries 1.20-2.8.17
	- t_and_t 0.0NONE
	- terrablender 3.0.1.7
	- thermal_dynamics 11.0.1
	- thermal_expansion 11.0.1
	- thermal_foundation 11.0.6
		\-- thermal 11.0.6
	- thermal_innovation 11.0.1
	- torchmaster 20.1.8
	- towntalk 1.1.0
	- trashcans 1.0.18b
	- travelersbackpack 9.1.16
	- treeharvester 9.1
	- twilightforest 4.3.2508
	- valhelsia_core 1.1.2
	- veinmining 1.5.0+1.20.1
	- waystones 14.1.5
	- yungsapi 1.20-Forge-4.0.6
[02:24:46] [main/WARN]: Reference map 'cristellib-forge-refmap.json' for cristellib.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/INFO]: OptiFine was NOT detected.
[02:24:46] [main/INFO]: OptiFabric was NOT detected.
[02:24:46] [main/WARN]: Reference map 'limitedchunks.refmap.json' for limitedchunks.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/WARN]: Reference map 'modonomicon.refmap.json' for modonomicon.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/WARN]: Reference map 'modonomicon.refmap.json' for modonomicon.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/WARN]: Reference map 'chiselsandbits.refmap.json' for chisels-and-bits.mixins.json could not be read. If this is a development environment you can ignore this message
[02:24:46] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:24:46] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:24:47] [main/WARN]: Error loading class: dev/latvian/mods/kubejs/recipe/RecipesEventJS (java.lang.ClassNotFoundException: dev.latvian.mods.kubejs.recipe.RecipesEventJS)
[02:24:47] [main/WARN]: @Mixin target dev.latvian.mods.kubejs.recipe.RecipesEventJS was not found mixins.hammerlib.json:bs.kubejs.RecipeEventJSMixin
[02:24:47] [main/INFO]: Loaded config for: betterfpsdist.json
[02:24:48] [main/INFO]: Loaded config for: structureessentials.json
[02:24:48] [main/INFO]: bre2el.fpsreducer.mixin.RenderSystemMixin will be applied.
[02:24:48] [main/INFO]: bre2el.fpsreducer.mixin.WindowMixin will NOT be applied because OptiFine was NOT detected.
[02:24:48] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/ArrayLightDataCache (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.ArrayLightDataCache)
[02:24:48] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/flat/FlatLightPipeline (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.flat.FlatLightPipeline)
[02:24:48] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/LightDataAccess (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.LightDataAccess)
[02:24:48] [main/WARN]: Error loading class: net/fabricmc/fabric/impl/client/indigo/renderer/aocalc/AoCalculator (java.lang.ClassNotFoundException: net.fabricmc.fabric.impl.client.indigo.renderer.aocalc.AoCalculator)
[02:24:48] [main/WARN]: Error loading class: dev/tr7zw/skinlayers/render/CustomizableModelPart (java.lang.ClassNotFoundException: dev.tr7zw.skinlayers.render.CustomizableModelPart)
[02:24:48] [main/WARN]: Error loading class: net/fabricmc/fabric/impl/datagen/FabricDataGenHelper (java.lang.ClassNotFoundException: net.fabricmc.fabric.impl.datagen.FabricDataGenHelper)
[02:24:48] [main/WARN]: Error loading class: com/firemerald/additionalplacements/common/ConfigCommon (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.common.ConfigCommon)
[02:24:48] [main/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:48] [main/WARN]: @Mixin target com.firemerald.additionalplacements.block.AdditionalPlacementBlock was not found copycats-common.mixins.json:compat.additionalplacements.PlacementBlockMixin
[02:24:48] [main/WARN]: Error loading class: me/jellysquid/mods/lithium/common/ai/pathing/PathNodeDefaults (java.lang.ClassNotFoundException: me.jellysquid.mods.lithium.common.ai.pathing.PathNodeDefaults)
[02:24:48] [main/WARN]: Error loading class: cjminecraft/doubleslabs/common/config/DSConfig$Common (java.lang.ClassNotFoundException: cjminecraft.doubleslabs.common.config.DSConfig$Common)
[02:24:48] [main/WARN]: Error loading class: dev/emi/emi/screen/EmiScreenManager (java.lang.ClassNotFoundException: dev.emi.emi.screen.EmiScreenManager)
[02:24:48] [main/WARN]: Error loading class: net/strobel/inventive_inventory/features/sorting/SortingHandler (java.lang.ClassNotFoundException: net.strobel.inventive_inventory.features.sorting.SortingHandler)
[02:24:48] [main/WARN]: Error loading class: de/rubixdev/inventorio/player/InventorioScreenHandler (java.lang.ClassNotFoundException: de.rubixdev.inventorio.player.InventorioScreenHandler)
[02:24:48] [main/WARN]: Error loading class: net/blay09/mods/trashslot/client/deletion/DefaultDeletionProvider (java.lang.ClassNotFoundException: net.blay09.mods.trashslot.client.deletion.DefaultDeletionProvider)
[02:24:48] [main/WARN]: Error loading class: vazkii/quark/addons/oddities/inventory/BackpackMenu (java.lang.ClassNotFoundException: vazkii.quark.addons.oddities.inventory.BackpackMenu)
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.gui.font.FontSetMixin' as rule 'mixin.features.render.gui.font' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.entity.remove_streams.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.entity.remove_streams.HierarchicalModelMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.entity.fast_render.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.entity.fast_render.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[02:24:48] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/ArrayLightDataCache (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.ArrayLightDataCache)
[02:24:49] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/ArrayLightDataCache (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.ArrayLightDataCache)
[02:24:49] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/flat/FlatLightPipeline (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.flat.FlatLightPipeline)
[02:24:49] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/flat/FlatLightPipeline (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.flat.FlatLightPipeline)
[02:24:49] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/LightDataAccess (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.LightDataAccess)
[02:24:49] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/LightDataAccess (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.LightDataAccess)
[02:24:49] [main/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:49] [main/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:49] [main/WARN]: Error loading class: org/jetbrains/annotations/ApiStatus$Internal (java.lang.ClassNotFoundException: org.jetbrains.annotations.ApiStatus$Internal)
[02:24:49] [main/INFO]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.5.0-beta.2).
[02:24:49] [main/INFO]: Smooth Boot (Reloaded) config initialized
[02:24:51] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:24:51] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:24:52] [pool-4-thread-1/INFO]: ModernFix reached bootstrap stage (23.37 s after launch)
[02:24:52] [pool-4-thread-1/WARN]: @Final field delegatesByName:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[02:24:52] [pool-4-thread-1/WARN]: @Final field delegatesByValue:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[02:24:52] [pool-4-thread-1/INFO]: Injecting BlockStateBase cache population hook into getOpacityIfCached from ca.spottedleaf.starlight.mixin.common.blockstate.BlockStateBaseMixin
[02:24:52] [pool-4-thread-1/INFO]: Injecting BlockStateBase cache population hook into isConditionallyFullOpaque from ca.spottedleaf.starlight.mixin.common.blockstate.BlockStateBaseMixin
[02:24:53] [pool-4-thread-1/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:53] [pool-4-thread-1/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:53] [pool-4-thread-1/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:53] [pool-4-thread-1/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:53] [pool-4-thread-1/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[02:24:53] [pool-4-thread-1/INFO]: Vanilla bootstrap took 1455 milliseconds
[02:24:54] [pool-4-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:24:54] [pool-4-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:24:56] [pool-4-thread-1/WARN]: Static binding violation: PRIVATE @Overwrite method m_47505_ in modernfix-common.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[02:24:57] [Render thread/WARN]: Static binding violation: PRIVATE @Overwrite method m_166786_ in embeddium.mixins.json:features.render.immediate.buffer_builder.sorting.BufferBuilderMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[02:24:57] [Render thread/WARN]: Assets URL 'union:/C:/Users/Omar/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23554!/assets/.mcassetsroot' uses unexpected schema
[02:24:57] [Render thread/WARN]: Assets URL 'union:/C:/Users/Omar/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23554!/data/.mcassetsroot' uses unexpected schema
[02:24:57] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[02:24:57] [Render thread/INFO]: Setting user: hugoo_669
[02:24:58] [Render thread/INFO]: Bypassed Mojang DFU
[02:24:58] [Render thread/INFO]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Lnet/minecraft/client/GuiMessageTag;)V
[02:24:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = , stringValue = null
[02:24:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 0
[02:24:58] [Render thread/INFO]:       BeforeConstant found LdcInsn 
[02:24:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\r, stringValue = null
[02:24:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 1
[02:24:58] [Render thread/INFO]:       BeforeConstant found LdcInsn \\r
[02:24:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = 
, stringValue = null
[02:24:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 2
[02:24:58] [Render thread/INFO]:       BeforeConstant found LdcInsn 

[02:24:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\n, stringValue = null
[02:24:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 3
[02:24:58] [Render thread/INFO]:       BeforeConstant found LdcInsn \\n
[02:24:58] [Render thread/INFO]:   BeforeConstant found CLASS constant: value = Ljava/lang/String;, typeValue = null
[02:24:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [{}] [CHAT] {}, stringValue = null
[02:24:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 4
[02:24:58] [Render thread/INFO]:       BeforeConstant found LdcInsn [{}] [CHAT] {}
[02:24:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [CHAT] {}, stringValue = null
